队名,队员号,出场次数,首发次数,上场时间,投篮命中率,投篮命中次数,投篮出手次数,三分命中率,三分命中次数,三分出手次数,罚球命中率,罚球命中次数,罚球出手次数,篮板总数,前场篮板,后场篮板,助攻,抢断,盖帽,失误,犯规,得分
57,19,9,0,12.6,32.100,1,3.1,33.300,0.6,1.7,60.000,0.3,0.6,1.2,0,1.2,0.7,0.6,0.1,0.3,1,2.9
57,20,51,0,11.2,42.200,1.1,2.5,20.000,0,0.2,64.200,0.7,1,2.1,0.7,1.4,0.5,0.5,0.2,0.7,1.8,2.8
57,21,26,0,8.6,30.200,1,3.3,10.000,0.1,1.2,69.200,0.3,0.5,1.1,0.3,0.8,1.6,0.5,0.1,0.6,0.7,2.5
57,22,3,0,5,0.000,0,2.3,0.000,0,1,0.000,0,0.7,0.7,0,0.7,0.3,0.3,0,0.7,1,0
58,0,30,15,29.8,40.300,5.8,14.5,26.100,1.2,4.7,66.700,4,6,2.9,0.7,2.1,5.2,1.6,0.3,3.8,2.4,16.9
58,1,41,38,34,38.000,5.7,14.9,25.600,0.8,3,64.300,2.9,4.4,6.2,1,5.1,7.4,1.5,0.4,4.2,2.5,15
58,2,70,49,27.9,39.600,4.3,10.8,37.400,2.4,6.4,82.000,2.5,3.1,4.5,0.9,3.6,1.5,1.4,0.4,1.8,2.7,13.5
58,3,22,12,25.9,37.700,4.2,11.2,36.400,2.7,7.4,84.600,1.5,1.8,2.5,0.3,2.1,3.1,0.7,0.1,1.8,2.5,12.6
58,4,25,14,27.1,39.800,5.1,12.9,30.900,0.7,2.2,58.300,1.1,1.9,2.9,0.4,2.5,6.1,1.3,0.2,2.8,1.5,12
58,5,17,0,16.8,40.000,3.1,7.6,29.800,1,3.4,84.200,2.8,3.4,1.3,0.5,0.8,2.7,0.8,0.1,1.1,1.2,9.9
58,6,75,71,30.8,46.200,4,8.7,,0,0,60.900,1.9,3.1,8.1,2.5,5.7,1.7,1.8,1.9,1.9,2.8,9.9
58,7,67,61,28.6,39.500,3.7,9.5,30.700,0.9,3,58.900,1.4,2.4,4.9,1.2,3.7,1.6,1.2,0.3,1.5,1.6,9.9
58,8,52,15,25.4,39.900,3.2,8.1,29.300,0.8,2.8,75.600,1.9,2.5,3.8,1.2,2.5,1.3,0.8,1.3,2,2.3,9.2
58,9,19,15,21.9,34.800,3.3,9.4,32.300,1.6,5.1,77.300,0.9,1.2,3.5,0.7,2.8,2,0.7,0.2,0.8,1.5,9.1
58,10,71,23,25,41.300,3.2,7.6,40.100,1.6,4,70.800,0.9,1.3,2.8,0.7,2,1.2,0.8,0.4,0.9,2,8.8
58,11,22,0,18.5,46.700,3.6,7.7,0.000,0,0.1,60.300,1.6,2.6,7.7,2.8,4.9,1.1,0.7,0.4,1.2,2.3,8.8
58,12,73,32,19.2,47.400,3.3,6.9,18.200,0.1,0.3,77.400,1.5,1.9,4.9,1.7,3.3,1.1,0.5,0.4,1.4,1.8,8
58,13,65,11,21.2,35.200,1.9,5.4,31.400,0.8,2.4,59.100,1.8,3,3,0.8,2.3,1.2,0.6,1,1.3,2.2,6.3
58,14,20,6,19,41.200,2.5,6,23.300,0.4,1.5,63.600,1.1,1.7,3.7,1.8,1.9,1.4,0.9,0.2,1.3,2.7,6.3
58,15,9,2,20.8,31.700,2.1,6.7,25.600,1.1,4.3,75.000,0.7,0.9,2.9,0.3,2.6,0.3,1,0.6,1,2.1,6
58,16,6,3,28.8,30.200,2.2,7.2,27.300,0.5,1.8,33.300,0.8,2.5,3.2,0.7,2.5,7.2,1,0,3,2.7,5.7
58,17,74,32,15.3,42.200,2,4.7,24.400,0.4,1.7,67.000,0.9,1.3,2.2,0.5,1.7,1,0.5,0.4,1,1.8,5.2
58,18,10,1,15.4,41.900,1.8,4.3,30.800,0.4,1.3,50.000,0.4,0.8,2.5,1.1,1.4,0.8,0.3,0.1,0.8,1,4.4
58,19,12,1,18.3,34.500,1.7,4.8,15.400,0.3,2.2,66.700,0.2,0.3,1.3,0.1,1.2,3.8,0.5,0,2.1,1.1,3.8
58,20,6,0,10.2,44.400,1.3,3,,0,0,50.000,0.3,0.7,2.2,0.7,1.5,0.3,0,0.2,0.8,0.3,3
58,21,17,0,11.4,45.000,1.1,2.4,0.000,0,0.4,69.200,0.5,0.8,3.3,0.9,2.4,0.4,0.2,0.1,0.8,1,2.6
58,22,42,9,12.9,51.300,1,1.9,0.000,0,0.1,48.100,0.3,0.6,4.2,1.9,2.3,0.7,0.4,0.4,0.4,2.3,2.2
58,23,9,0,8,42.100,0.9,2.1,0.000,0,0.3,50.000,0.1,0.2,2,0.8,1.2,0.2,0.1,0,0.9,0.8,1.9
58,24,1,0,2,0.000,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0
59,0,53,48,30.1,50.800,7.5,14.7,16.700,0,0.1,68.600,2.5,3.7,7,2.3,4.7,1.2,0.4,1.2,2.3,2.6,17.5
59,1,50,50,32.4,40.500,6,14.8,33.600,0.9,2.7,66.900,1.8,2.7,4.3,0.6,3.7,7,1.3,0.4,2.6,1.9,14.7
59,2,67,49,28.4,38.500,4.1,10.6,35.300,2.5,7.2,79.100,2.1,2.6,6.3,1,5.3,1.4,1.6,0.6,2.1,3.5,12.8
59,3,67,62,29.3,52.100,4.6,8.8,50.000,0,0,59.000,2,3.4,8.1,2.3,5.8,1.8,1.8,1.5,2.4,2.9,11.1
59,4,77,39,25.5,36.000,3.4,9.4,36.300,2.3,6.3,83.300,1.9,2.3,2.3,0.3,2,1.8,0.7,0.2,1.2,1.7,11
59,5,77,17,28,39.700,3.5,8.8,38.000,1.9,5.1,71.900,0.9,1.2,3.5,0.7,2.8,1.3,0.5,0.3,1,2.4,9.8
59,6,36,12,15.8,55.600,3.9,6.9,46.200,0.2,0.4,73.600,1.9,2.5,4.1,1.4,2.7,0.9,0.3,0.3,0.6,1.9,9.8
59,7,77,52,26.9,41.900,3.3,7.8,24.000,0.5,1.9,65.800,2.8,4.2,4.7,1.3,3.4,1.8,0.7,1.6,1.4,2.8,9.7
59,8,73,35,24.8,38.500,2.9,7.5,32.600,1.5,4.5,77.100,1.2,1.6,2.5,0.3,2.2,1.9,0.6,0.3,1.3,1.6,8.5
59,9,8,3,18.1,33.800,2.8,8.1,17.600,0.4,2.1,54.100,2.5,4.6,2.6,0.3,2.4,2.5,0.4,0,3.6,1.4,8.4
59,10,81,17,19.9,47.000,2.7,5.7,34.800,0.4,1.1,63.400,0.3,0.5,3.1,0.5,2.6,4.5,1.2,0.1,1.7,1.4,6.1
59,11,51,1,13.7,51.400,2.2,4.4,18.200,0.2,0.9,68.900,1,1.5,2.6,1.2,1.4,0.6,0.4,0.8,0.6,1.8,5.6
59,12,47,18,14.7,42.600,1.8,4.3,17.600,0.1,0.7,63.900,1.3,2.1,2.7,0.6,2.1,0.6,0.2,0.3,1.1,1.9,5.1
59,13,17,1,13.2,43.100,1.8,4.2,0.000,0,0.1,88.900,0.5,0.5,3.7,0.5,3.2,1.1,0.5,0.5,0.6,1.9,4.1
59,14,14,0,12.4,38.200,1.5,3.9,30.800,0.3,0.9,50.000,0.6,1.3,1.6,0,1.6,3.3,0.8,0.1,1.4,1,3.9
59,15,30,6,13.3,36.400,1.4,3.9,32.700,0.5,1.6,69.200,0.3,0.4,0.9,0.1,0.9,2.4,0.5,0.1,1.4,1,3.7
59,16,17,0,8.5,41.500,1.3,3.1,36.400,0.2,0.6,61.900,0.8,1.2,2.2,0.8,1.5,0.2,0.3,0.4,0.1,0.6,3.6
59,17,7,0,11.1,33.300,1,3,22.200,0.3,1.3,50.000,0.1,0.3,1.7,0.1,1.6,0.3,0,0,0.6,1,2.4
60,0,31,31,25.4,46.600,6.5,13.8,36.700,1.2,3.2,78.300,6.2,7.9,7.8,2,5.9,2.1,0.9,2.5,3.8,3.6,20.2
60,1,53,40,27.3,44.000,5.4,12.2,35.900,2,5.6,76.800,2.1,2.7,5.9,1.3,4.6,1.8,0.6,0.3,1.5,2.5,14.8
60,2,67,67,31.6,39.900,4.4,10.9,33.300,2,6.1,82.200,2.1,2.6,6.5,1.4,5.1,1.5,1.9,1,2,3,12.9
60,3,81,36,26.3,41.100,4.7,11.4,31.100,1.3,4.2,78.200,2.1,2.7,6.3,1.4,5,2.2,0.7,0.4,2.3,2,12.8
60,4,50,33,22.7,51.400,4.8,9.4,,0,0,67.100,2.1,3.2,4.8,1.6,3.2,1.2,0.4,1,1.8,2.4,11.8
60,5,3,1,23.7,34.400,3.7,10.7,40.000,0.7,1.7,90.000,3,3.3,4,1,3,4.3,0,0,3,1.3,11
60,6,6,1,26.2,46.300,4.2,9,31.600,1,3.2,80.000,1.3,1.7,4.8,1.8,3,0.8,0.5,0.2,0.5,2.3,10.7
60,7,57,17,20.9,55.800,4,7.2,35.100,0.5,1.4,69.900,1.3,1.8,5.5,1.6,3.8,1,0.7,0.9,1,2.4,9.8
60,8,80,27,27.4,39.600,3.1,7.9,36.800,1.7,4.5,81.300,1.5,1.9,2.8,0.3,2.6,2.4,0.6,0.4,1.6,1.8,9.5
60,9,72,41,23.2,42.400,3.3,7.7,35.300,0.8,2.4,80.600,1.8,2.3,2.6,0.5,2.1,1.6,0.6,0.2,0.9,1.8,9.2
60,10,29,7,19.4,61.100,3.7,6,0.000,0,0,68.300,1.5,2.2,5,1.6,3.4,1,1.5,0.9,1,2.4,8.9
60,11,24,8,21.5,46.600,3.1,6.7,29.200,0.9,3,78.000,1.3,1.7,4,1.3,2.8,1.4,0.5,0.3,1.1,1.9,8.5
60,12,18,0,12.9,56.000,3.4,6.1,36.800,0.4,1.1,54.300,1.1,1.9,4.7,2.3,2.4,0.7,0.5,0.5,0.7,2.7,8.2
60,13,2,0,20.5,35.300,3,8.5,0.000,0,1,50.000,2,4,3,0,3,0,0,2,1.5,2.5,8
60,14,68,30,22.3,39.200,3.1,7.9,36.500,1.4,3.7,66.700,0.3,0.4,2.3,0.3,2,5.1,0.7,0.1,1.9,1.4,7.8
60,15,81,51,26.4,46.100,2.9,6.3,20.000,0.1,0.7,81.100,0.9,1.1,3.1,0.5,2.6,6.6,1.7,0.1,2,1.7,6.9
60,16,69,19,17.2,40.200,2.1,5.2,31.100,0.7,2.3,85.400,1.5,1.8,2.2,0.4,1.8,1.1,0.5,0.1,1.1,2.2,6.4
60,17,31,1,18.1,41.500,2.1,5.1,36.600,0.8,2.3,65.000,0.4,0.6,2.7,0.5,2.2,0.8,0.5,0.2,0.3,1.8,5.5
60,18,8,0,9.3,46.200,1.5,3.3,40.000,0.8,1.9,100.000,1.5,1.5,0.6,0,0.6,0.8,0.4,0.1,0.4,1.4,5.3
60,19,8,0,9.6,45.200,1.8,3.9,33.300,0.3,0.8,81.800,1.1,1.4,2.8,1,1.8,0.5,0.1,0.1,0.8,1,4.9
60,20,3,0,10.7,41.700,1.7,4,28.600,0.7,2.3,,0,0,1.7,0.7,1,0.7,0,0,1.3,0.7,4
60,21,1,0,5,0.000,0,1,0.000,0,1,,0,0,1,0,1,0,0,0,1,0,0
61,0,66,66,35.7,44.800,8,17.8,34.500,1.2,3.4,82.000,4.3,5.3,5.2,1.1,4.1,1.8,0.5,0.7,2.3,2.4,21.4
61,1,82,82,34.8,46.700,6.6,14.1,9.600,0.1,0.6,81.300,4,4.9,3.8,0.9,2.9,1.8,1,0.4,1.8,2.6,17.2
61,2,58,0,24.1,45.000,5.1,11.3,33.800,1.2,3.7,79.600,1.9,2.4,1.7,0.2,1.5,2.1,0.9,0.1,1.4,1.9,13.3
61,3,39,23,26.5,43.800,4.6,10.4,29.800,1,3.4,63.100,1.1,1.7,4.5,0.9,3.6,1,0.5,0.2,1.7,2.5,11.2
61,4,13,13,26.7,39.300,3.7,9.4,16.700,0.3,1.8,87.000,3.1,3.5,3.2,0.5,2.8,4.5,1.1,0,2.6,1.9,10.8
61,5,60,14,22.5,42.900,3.4,7.8,34.800,0.8,2.2,81.000,2.6,3.2,2.5,0.4,2.1,4,0.6,0.1,1.8,2.2,10
61,6,2,0,11,70.000,3.5,5,66.700,2,3,100.000,1,1,1.5,0,1.5,0.5,0,0,1,0,10
61,7,68,55,30.9,44.000,3.9,8.8,36.500,0.8,2.3,85.400,1.3,1.5,3,0.4,2.5,8.9,1.2,0.1,2.2,2.1,9.8
61,8,72,54,25.7,56.800,3.9,6.9,0.000,0,0,78.800,1.8,2.2,6.4,2.6,3.8,1.1,0.7,1.2,1,3.7,9.6
61,9,59,28,23.9,44.400,3.9,8.7,27.900,0.3,1,76.600,1.2,1.6,2.6,0.7,1.9,1.8,0.6,0,1.5,1.5,9.2
61,10,25,25,28,46.400,3.6,7.8,24.000,0.2,1,70.700,1.6,2.3,4.7,1.2,3.5,3,1,1.1,1.8,2.8,9.2
61,11,65,17,24.6,57.600,3.3,5.7,,0,0,55.500,1.1,2,7.1,2.6,4.5,0.6,0.6,1,0.7,2.8,7.7
61,12,6,0,14.8,42.900,2.5,5.8,20.000,0.5,2.5,33.300,0.3,1,1.3,0.3,1,1.8,0.7,0.2,1.3,1.7,5.8
61,13,11,0,13.6,48.900,2.1,4.3,30.000,0.3,0.9,100.000,0.6,0.6,3.1,0.7,2.4,0.6,0.3,0.3,0.7,1,5.1
61,14,24,0,11,46.500,2,4.2,33.300,0.4,1.1,73.300,0.5,0.6,2.5,0.5,2,0.3,0.3,0.6,0.7,2.5,4.8
61,15,30,18,26.6,40.800,1.4,3.4,0.000,0,0,54.500,1.6,2.9,11.5,4,7.5,1.3,1,0.2,1.3,3,4.4
61,16,7,0,11.6,33.300,1.4,4.3,33.300,0.1,0.4,87.500,1,1.1,1,0.3,0.7,1.6,0.1,0.1,0.7,1.6,4
61,17,52,6,14.7,51.200,1.6,3.1,20.000,0,0.2,51.200,0.4,0.8,2.3,0.9,1.4,1.1,0.8,0.4,0.8,0.9,3.6
61,18,43,9,12.1,52.500,1.2,2.3,,0,0,47.700,0.7,1.5,4.4,1.8,2.6,0.6,0.6,0.4,0.9,1.8,3.1
61,19,3,0,7.3,0.000,0,0.7,,0,0,75.000,2,2.7,0.3,0,0.3,1,0.3,0,0.7,1.3,2
61,20,3,0,4.3,25.000,0.3,1.3,0.000,0,0.3,,0,0,1,0,1,0.3,0,0,0,0.7,0.7
61,21,12,0,4.9,20.000,0.3,1.3,,0,0,0.000,0,0.2,1.2,0.6,0.6,0.2,0.2,0.2,0.3,0.4,0.5
62,0,31,31,33.3,43.200,6.7,15.6,29.600,1.1,3.7,87.300,4.9,5.6,5.5,0.8,4.8,2,0.6,0.5,2.2,1.7,19.5
62,1,63,63,35,42.200,6,14.3,26.100,0.4,1.5,81.000,4.3,5.3,3.3,0.6,2.7,2,0.8,0.3,2,2.6,16.7
62,2,42,0,22.5,43.600,4.7,10.8,36.000,1,2.6,83.500,1.8,2.2,1.9,0.5,1.4,1.5,0.9,0.2,1.6,2.4,12.2
62,3,31,11,22.7,42.400,3.8,8.9,42.300,1.4,3.4,85.200,2.4,2.8,2.1,0.3,1.9,3.8,0.8,0.1,1.7,2.3,11.4
62,4,53,53,33.9,45.700,4.1,9,37.100,1.1,3,88.200,1.1,1.3,3,0.4,2.7,8.8,0.9,0.1,2,1.8,10.5
62,5,49,3,21.6,40.200,3.4,8.4,34.600,1.3,3.7,81.000,1.7,2,4.1,0.9,3.2,0.9,0.5,0.1,1.3,2.4,9.7
62,6,17,12,27.1,38.700,3.2,8.4,39.300,1.4,3.6,85.300,1.7,2,2,0.5,1.5,1.5,0.3,0.2,1.5,2.1,9.6
62,7,62,40,25.2,45.000,3.8,8.4,31.700,0.3,1,70.400,1.3,1.9,4.7,1.2,3.5,2,1.1,1.4,1.6,2.9,9.1
62,8,64,43,24.3,57.600,3.1,5.3,40.000,0,0.1,69.000,0.9,1.3,6.4,2.3,4,1.2,0.5,1.1,1.5,3.3,7.1
62,9,48,2,14.9,41.300,2.3,5.6,34.900,0.6,1.7,72.500,1.4,1.9,2.1,0.6,1.6,1.1,0.5,0.1,1.1,1.2,6.6
62,10,66,9,23.2,51.300,2.6,5.1,0.000,0,0,67.000,1.1,1.6,6.6,2,4.6,0.9,0.6,1,1,2.4,6.3
62,11,4,0,18,36.400,2,5.5,20.000,0.5,2.5,66.700,1,1.5,1.8,0,1.8,2.3,0.3,0,1.5,2,5.5
62,12,16,8,22.3,35.100,2.1,5.9,0.000,0,0.1,57.900,0.7,1.2,3.9,1.1,2.9,3.7,1,0.2,1.2,1.9,4.8
62,13,49,40,16.6,51.600,1.7,3.3,,0,0,53.200,0.5,1,5.7,1.7,4,0.6,0.4,0.3,1,2.6,3.9
62,14,34,14,13.3,30.800,1.2,3.9,27.300,0.6,2.3,58.300,0.2,0.4,1.9,0.2,1.8,0.6,0.2,0.1,0.4,1.1,3.2
62,15,14,0,8.7,36.100,0.9,2.6,,0,0,87.500,0.5,0.6,3.4,1.1,2.3,0.2,0.1,0.6,0.4,0.8,2.4
62,16,24,0,8.7,32.100,0.7,2.2,29.400,0.2,0.7,80.000,0.3,0.4,1.4,0.2,1.2,1.4,0.3,0.2,0.7,0.8,2
62,17,34,1,11,37.800,0.5,1.3,,0,0,25.900,0.2,0.8,3.3,0.7,2.6,0.2,0.1,0.3,0.6,1.9,1.2
63,0,33,32,34.7,42.500,7.3,17.1,33.600,1.3,4,85.600,3.6,4.2,6.4,1.3,5.1,2.8,1.7,0.7,2.8,2.9,19.5
63,1,82,82,36.7,44.500,6.7,15,28.300,0.4,1.5,83.100,4.3,5.2,3.9,0.6,3.3,2.5,0.9,0.3,1.8,2.1,18.1
63,2,35,25,28.7,39.900,4.9,12.2,30.900,1.1,3.5,84.400,1.9,2.2,3.7,0.7,2.9,1.1,0.6,0.7,1.5,1.8,12.7
63,3,68,52,29.8,40.100,3.7,9.2,36.200,1.5,4.1,79.500,2.8,3.5,4.7,0.8,3.9,6.4,1.4,0.4,2.3,3.2,11.6
63,4,45,30,28.3,47.000,4.2,8.8,42.900,1.8,4.1,90.400,1,1.2,2.4,0.3,2,7.4,0.6,0.1,1.7,1.3,11.1
63,5,65,2,23,38.300,3.6,9.5,33.300,1.5,4.4,85.700,1.9,2.3,2.3,0.5,1.8,1.6,0.7,0.1,1.2,2,10.7
63,6,81,38,28.7,55.400,4.1,7.5,38.500,0.1,0.2,72.700,1.7,2.3,7.5,2.8,4.7,1.5,1,1.4,1.4,3.7,10
63,7,45,24,24.2,54.900,4.1,7.5,,0,0,64.700,1.5,2.3,6.7,2.1,4.6,1.2,0.6,0.8,1,2.5,9.7
63,8,62,57,23.9,55.700,3.3,5.9,,0,0,78.900,2.4,3,6,2,4,0.7,0.3,1.3,1.5,3,8.9
63,9,20,3,18.8,33.300,2.4,7.2,30.300,1,3.3,84.200,1.6,1.9,2.6,0.5,2.1,0.8,0.2,0.1,0.7,2.3,7.4
63,10,73,2,17,40.700,2.5,6.3,33.200,0.9,2.7,71.400,0.4,0.6,2,0.5,1.5,0.7,0.6,0.2,0.7,1.7,6.4
63,11,63,0,13.1,38.600,2,5.3,37.700,0.9,2.4,72.000,0.3,0.4,1,0.1,0.9,1.7,0.4,0,0.4,0.8,5.3
63,12,19,16,20.4,34.700,1.8,5.2,31.300,1.1,3.4,66.700,0.6,0.9,1.9,0.3,1.6,0.5,0.6,0.3,0.8,1.7,5.3
63,13,51,22,20.3,45.700,2,4.4,14.300,0,0.3,64.200,0.7,1,4.1,1.2,2.9,1.2,0.6,0.2,0.8,1.2,4.7
63,14,13,0,14.2,29.000,1.4,4.8,27.000,0.8,2.8,83.300,0.8,0.9,1.2,0.1,1.2,3,0.7,0.1,0.8,1.5,4.3
63,15,29,0,11.8,56.000,1.4,2.6,50.000,0,0.1,81.600,1.1,1.3,2.7,1,1.6,0.4,0.4,0.5,0.6,1.8,4
63,16,42,16,12.3,53.300,1.1,2.1,,0,0,52.300,0.5,1,3.2,1.1,2,0.8,0.2,0.1,0.9,2,2.8
63,17,15,9,15.3,46.900,1,2.1,,0,0,33.300,0.1,0.4,3.2,0.7,2.5,0.7,0.3,0.5,0.5,1.7,2.1
64,0,79,79,38.2,42.900,7.6,17.8,30.500,0.8,2.7,82.400,6.6,8,4.3,0.6,3.7,4,1.1,0.4,2.2,2.5,22.7
64,1,18,18,35.4,38.800,7.2,18.6,37.300,1.2,3.3,77.300,3.8,4.9,7.4,1.6,5.8,2.2,1.6,1.3,3.3,2.6,19.4
64,2,79,79,36.2,42.300,5.8,13.7,38.000,2.4,6.3,81.300,4,4.9,4.7,1.1,3.6,7.4,1.5,0.2,2.5,3.4,17.9
64,3,81,81,28.2,53.100,4.4,8.3,0.000,0,0,76.200,2.4,3.2,8.8,2.8,6,0.7,0.3,0.9,1.7,3.1,11.3
64,4,81,62,26.6,42.300,3.9,9.3,39.500,2,5,83.700,1,1.2,3.1,0.5,2.6,1,0.8,0.3,1.1,2.3,10.9
64,5,77,72,28.8,56.200,4.5,7.9,30.300,0.3,0.9,63.600,1.2,1.9,6.6,2.2,4.3,1.5,0.7,1.1,1.6,3.5,10.4
64,6,61,5,21.5,41.700,3.5,8.3,38.900,1.5,3.9,85.500,1.1,1.2,2.3,0.2,2,3.7,0.4,0.1,1.7,1.7,9.5
64,7,48,7,23.3,47.700,3.6,7.6,41.100,1,2.3,74.500,0.9,1.1,5.1,1.7,3.3,1.3,0.9,0.7,1,2.5,9.1
64,8,60,0,21.3,36.800,1.8,4.9,38.800,0.8,2,73.300,0.6,0.8,2,0.2,1.8,1.7,0.6,0.2,0.7,1.5,5
64,9,64,4,15.3,47.400,1.5,3.1,0.000,0,0,68.100,2,2.9,4.5,1.9,2.6,0.3,0.4,0.3,0.7,2.1,4.9
64,10,54,1,10,41.100,1.1,2.7,42.600,1,2.3,100.000,0.1,0.1,1.1,0.1,0.9,0.2,0.2,0.1,0.1,0.8,3.3
64,11,21,0,9.3,36.700,1,2.9,36.400,0.4,1,100.000,0.6,0.6,1.3,0.4,1,1.6,0.3,0.1,0.7,1.1,3.1
64,12,14,0,10.5,31.300,1.1,3.4,29.400,0.4,1.2,88.900,0.6,0.6,1.6,0.3,1.4,0.7,0.6,0,0.7,0.8,3.1
64,13,7,0,8.9,42.900,0.9,2,40.000,0.3,0.7,62.500,0.7,1.1,2.1,0.7,1.4,0.6,0.6,0.4,0.3,1.1,2.7
64,14,30,2,10.7,40.300,0.9,2.2,0.000,0,0.2,63.600,0.5,0.7,2,0.5,1.5,0.7,0.3,0.1,0.4,0.8,2.3
64,15,45,0,12.8,42.900,0.9,2.2,0.000,0,0,83.300,0.3,0.4,3.6,1.1,2.5,0.6,0.5,0.2,0.6,1.7,2.2
64,16,10,0,8.1,29.200,0.7,2.4,9.100,0.1,1.1,100.000,0.6,0.6,0.4,0,0.4,1,0.1,0,0.9,0.7,2.1
64,17,4,0,4.8,66.700,0.5,0.8,,0,0,50.000,0.3,0.5,2,0.8,1.3,0.8,0,0,1,1.8,1.3
64,18,8,0,4.1,23.100,0.4,1.6,0.000,0,1,66.700,0.3,0.4,0.9,0.3,0.6,0.3,0,0,0,0.5,1
64,19,21,0,5.7,41.200,0.3,0.8,25.000,0.1,0.4,66.700,0.1,0.1,1,0.1,0.9,0.6,0.1,0,0.2,0.6,0.9
65,0,60,60,35,41.300,6.8,16.5,28.400,0.4,1.5,83.200,6,7.2,4.6,0.7,3.9,3.5,1.2,0.2,2.3,2,20.1
65,1,70,70,34.6,41.200,6.1,14.9,33.800,1.9,5.6,80.800,3.6,4.5,4.7,0.8,3.9,6.8,1.6,0.2,2.5,3,17.8
65,2,80,0,25.2,40.400,4.7,11.6,34.000,1.9,5.6,86.100,4.3,4.9,1.9,0.3,1.6,2.1,1.1,0.1,1.3,1.3,15.5
65,3,80,80,26.2,57.200,4.7,8.2,0.000,0,0,78.600,2.7,3.5,8.7,2.7,6,0.5,0.4,1.2,1.4,2.8,12
65,4,82,61,25.5,41.000,3.8,9.2,37.200,1.8,4.8,78.600,0.5,0.7,2.8,0.4,2.4,1,0.6,0.3,0.8,1.7,9.8
65,5,82,29,24.3,40.800,3.6,8.8,37.900,1.6,4.3,75.800,0.6,0.8,2.6,0.3,2.4,3.7,0.6,0.1,1.5,2.2,9.5
65,6,75,72,26.4,57.400,4,6.9,41.300,0.3,0.6,61.200,1.1,1.7,6.1,2.1,4,1.6,0.6,0.8,1.5,3,9.3
65,7,81,4,26.7,44.900,3,6.6,37.100,1.3,3.5,78.800,0.8,1,5.3,1.6,3.8,1.9,0.7,0.5,0.7,1.8,8
65,8,70,17,19.5,58.900,3.4,5.8,21.600,0.2,0.7,65.700,1,1.5,3.7,0.9,2.8,1.4,0.8,1,1.1,2.2,7.9
65,9,74,8,14.3,52.100,1.2,2.2,14.300,0,0.1,69.800,1.3,1.9,3.6,1.4,2.1,0.3,0.4,0.2,0.3,1.9,3.6
65,10,26,9,8.3,48.800,0.8,1.6,50.000,0,0.1,83.300,0.2,0.2,1,0.4,0.6,0.6,0.4,0,0.3,0.3,1.8
65,11,29,0,8.8,47.800,0.8,1.6,,0,0,54.500,0.2,0.4,1.8,0.6,1.1,0.7,0.3,0.1,0.3,1.3,1.7
65,12,8,0,3,33.300,0.5,1.5,66.700,0.3,0.4,,0,0,0.3,0.1,0.1,0,0,0.1,0.5,0.4,1.3
65,13,6,0,4,25.000,0.3,1.3,,0,0,50.000,0.3,0.7,1.8,0.3,1.5,0.2,0.3,0,0.3,1,1
65,14,17,0,3.9,75.000,0.4,0.5,,0,0,50.000,0.1,0.2,0.9,0.5,0.4,0.2,0.1,0,0.4,0.9,0.8
66,0,78,78,35.9,44.600,7.9,17.7,33.800,0.6,1.8,85.000,7.1,8.4,4.5,0.8,3.7,4,1,0.3,2.2,2.1,23.5
66,1,77,77,37.1,42.700,6.6,15.6,38.800,2.8,7.1,81.100,5.2,6.4,4.7,0.7,4,6.4,2.1,0.4,2.9,2.7,21.2
66,2,60,59,26,56.500,5.1,8.9,,0,0,76.100,2.7,3.6,9.1,3.1,6.1,0.7,0.4,1.3,1.4,2.6,12.8
66,3,26,22,30.3,38.900,4,10.4,39.000,1.8,4.5,60.000,1.2,1.9,4.7,1.2,3.5,1,1.7,0.2,1.1,2.4,11
66,4,73,7,24,43.100,3.7,8.6,38.600,1.8,4.6,79.000,0.7,0.8,2.5,0.3,2.2,0.8,0.7,0.3,0.6,1.6,9.9
66,5,76,76,21.5,45.000,3.5,7.9,40.400,0.9,2.1,72.600,0.8,1.1,4.7,1.1,3.6,0.9,0.6,0.4,0.9,2.3,8.7
66,6,80,4,25.7,43.900,3.2,7.3,27.300,0.4,1.4,76.400,1.7,2.2,2.6,0.5,2.1,3.1,0.8,0.3,1.3,1.6,8.5
66,7,79,0,25.5,41.400,2.6,6.2,36.200,1.3,3.7,85.300,0.4,0.4,4.3,1,3.4,1.2,0.7,0.4,0.8,1.6,6.9
66,8,49,24,14.9,42.400,2,4.7,40.400,0.7,1.8,81.100,0.9,1.1,2.3,0.3,1.9,1,0.6,0.2,0.7,1.2,5.6
66,9,82,22,22.1,54.200,1.9,3.5,0.000,0,0,62.800,1.7,2.8,8,2.2,5.8,0.4,0.2,1.6,0.9,2.7,5.5
66,10,57,32,16.2,47.500,2,4.2,30.300,0.4,1.2,57.400,0.7,1.2,2.2,0.5,1.7,1.2,0.5,0.6,0.9,1.5,5
66,11,19,6,15.4,48.500,1.7,3.5,33.300,0.3,0.8,81.800,0.9,1.2,4.2,1.2,3.1,0.5,0.4,0.6,0.4,2.1,4.6
66,12,27,1,8.5,45.000,1.3,3,38.500,0.2,0.5,74.300,1,1.3,1.4,0.3,1.1,1.1,0.3,0.1,0.6,0.3,3.8
66,13,29,1,7.8,63.600,1,1.5,33.300,0,0.1,53.300,0.3,0.5,1.6,0.6,1,0.2,0.4,0.4,0.4,1,2.2
